Ensembl Gene ID	Ensembl Transcript ID	Ensembl Protein ID	Description	Chromosome Name	Gene Start (bp)	Gene End (bp)
ENSG00000186310	ENST00000475430	ENSP00000476891	nucleosome assembly protein 1-like 3 [Source:HGNC Symbol;Acc:HGNC:7639]	X	93670930	93673568
ENSG00000172186	ENST00000303758		high mobility group nucleosome binding domain 1 pseudogene 35 [Source:HGNC Symbol;Acc:HGNC:39379]	X	69174124	69174717
ENSG00000186462	ENST00000373517	ENSP00000362616	nucleosome assembly protein 1-like 2 [Source:HGNC Symbol;Acc:HGNC:7638]	X	73212299	73214848
ENSG00000268447	ENST00000596480	ENSP00000470740	"synovial sarcoma, X breakpoint 2B [Source:HGNC Symbol;Acc:HGNC:22263]"	X	52751132	52790305
ENSG00000268447	ENST00000612490	ENSP00000477922	"synovial sarcoma, X breakpoint 2B [Source:HGNC Symbol;Acc:HGNC:22263]"	X	52751132	52790305
ENSG00000268447	ENST00000288839		"synovial sarcoma, X breakpoint 2B [Source:HGNC Symbol;Acc:HGNC:22263]"	X	52751132	52790305
ENSG00000268447	ENST00000616191	ENSP00000478714	"synovial sarcoma, X breakpoint 2B [Source:HGNC Symbol;Acc:HGNC:22263]"	X	52751132	52790305
ENSG00000196468	ENST00000439435	ENSP00000399324	fibroblast growth factor 16 [Source:HGNC Symbol;Acc:HGNC:3672]	X	77447405	77457278
ENSG00000232472	ENST00000447718		eukaryotic translation elongation factor 1 beta 2 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:3210]	X	24788392	24789069
ENSG00000215162	ENST00000399711		long intergenic non-protein coding RNA 269 [Source:HGNC Symbol;Acc:HGNC:26586]	X	69179557	69209924
ENSG00000101868	ENST00000379068	ENSP00000368358	"polymerase (DNA directed), alpha 1, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9173]"	X	24693919	24996986
ENSG00000101868	ENST00000379059	ENSP00000368349	"polymerase (DNA directed), alpha 1, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9173]"	X	24693919	24996986
ENSG00000101868	ENST00000493342		"polymerase (DNA directed), alpha 1, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9173]"	X	24693919	24996986
ENSG00000101868	ENST00000480125		"polymerase (DNA directed), alpha 1, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9173]"	X	24693919	24996986
ENSG00000101868	ENST00000494204		"polymerase (DNA directed), alpha 1, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9173]"	X	24693919	24996986
ENSG00000101868	ENST00000611764	ENSP00000478401	"polymerase (DNA directed), alpha 1, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9173]"	X	24693919	24996986
ENSG00000231706	ENST00000438233		"cytochrome c, somatic pseudogene 43 [Source:HGNC Symbol;Acc:HGNC:24417]"	X	69485343	69485652
ENSG00000130054	ENST00000252338	ENSP00000252338	"family with sequence similarity 155, member B [Source:HGNC Symbol;Acc:HGNC:30701]"	X	69505241	69532508
ENSG00000231110	ENST00000458577			X	140216035	140216804
ENSG00000224664	ENST00000432891		ribosomal protein L36a pseudogene 53 [Source:HGNC Symbol;Acc:HGNC:36517]	X	114589620	114589935
ENSG00000270413	ENST00000603215			X	114900359	114900574
ENSG00000224292	ENST00000445586			X	48506523	48508838
ENSG00000271209	ENST00000605735		"bromodomain, testis-specific pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:51447]"	X	96337236	96337912
ENSG00000229693	ENST00000441783			X	96620654	96621903
ENSG00000101849	ENST00000441088	ENSP00000402923	transducin (beta)-like 1X-linked [Source:HGNC Symbol;Acc:HGNC:11585]	X	9463295	9719743
ENSG00000101849	ENST00000380961	ENSP00000370348	transducin (beta)-like 1X-linked [Source:HGNC Symbol;Acc:HGNC:11585]	X	9463295	9719743
ENSG00000101849	ENST00000415293	ENSP00000407069	transducin (beta)-like 1X-linked [Source:HGNC Symbol;Acc:HGNC:11585]	X	9463295	9719743
ENSG00000101849	ENST00000217964	ENSP00000217964	transducin (beta)-like 1X-linked [Source:HGNC Symbol;Acc:HGNC:11585]	X	9463295	9719743
ENSG00000101849	ENST00000422314	ENSP00000415508	transducin (beta)-like 1X-linked [Source:HGNC Symbol;Acc:HGNC:11585]	X	9463295	9719743
ENSG00000101849	ENST00000452824	ENSP00000397878	transducin (beta)-like 1X-linked [Source:HGNC Symbol;Acc:HGNC:11585]	X	9463295	9719743
ENSG00000101849	ENST00000497555		transducin (beta)-like 1X-linked [Source:HGNC Symbol;Acc:HGNC:11585]	X	9463295	9719743
ENSG00000101849	ENST00000424279	ENSP00000394097	transducin (beta)-like 1X-linked [Source:HGNC Symbol;Acc:HGNC:11585]	X	9463295	9719743
ENSG00000101849	ENST00000407597	ENSP00000385988	transducin (beta)-like 1X-linked [Source:HGNC Symbol;Acc:HGNC:11585]	X	9463295	9719743
ENSG00000271457	ENST00000603497			X	87143854	87144748
ENSG00000230170	ENST00000424481		heterogeneous nuclear ribonucleoprotein A1 pseudogene 28 [Source:HGNC Symbol;Acc:HGNC:39546]	X	119220782	119221742
ENSG00000270625	ENST00000603762			X	119222564	119223245
ENSG00000101856	ENST00000217971	ENSP00000217971	progesterone receptor membrane component 1 [Source:HGNC Symbol;Acc:HGNC:16090]	X	119236245	119244466
ENSG00000101856	ENST00000535419	ENSP00000442821	progesterone receptor membrane component 1 [Source:HGNC Symbol;Acc:HGNC:16090]	X	119236245	119244466
ENSG00000223516	ENST00000435346		AFF2 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41334]	X	148546878	148547397
ENSG00000225397	ENST00000454598			X	52722338	52722524
ENSG00000214992	ENST00000431706		"A kinase (PRKA) anchor protein 17B, pseudogene [Source:HGNC Symbol;Acc:HGNC:38514]"	X	119249346	119257667
ENSG00000230392	ENST00000428222			X	119291529	119335610
ENSG00000225508	ENST00000443473		SSX family pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:30642]	X	52672718	52677051
ENSG00000223958	ENST00000435089			X	52707602	52709933
ENSG00000228160	ENST00000454131			X	69569669	69570357
ENSG00000187754	ENST00000298181	ENSP00000298181	"synovial sarcoma, X breakpoint 7 [Source:HGNC Symbol;Acc:HGNC:19653]"	X	52644090	52654900
ENSG00000227814	ENST00000511924		mitochondrial ribosomal protein S17 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:29739]	X	119379712	119380104
ENSG00000214071	ENST00000435382			X	37077851	37078401
ENSG00000230311	ENST00000427861		TOMM20 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:50522]	X	73223124	73223558
ENSG00000226661	ENST00000413240			X	119356301	119393595
ENSG00000077713	ENST00000217909	ENSP00000217909	"solute carrier family 25, member 43 [Source:HGNC Symbol;Acc:HGNC:30557]"	X	119399060	119454478
ENSG00000077713	ENST00000488158		"solute carrier family 25, member 43 [Source:HGNC Symbol;Acc:HGNC:30557]"	X	119399060	119454478
ENSG00000077713	ENST00000493093		"solute carrier family 25, member 43 [Source:HGNC Symbol;Acc:HGNC:30557]"	X	119399060	119454478
ENSG00000077713	ENST00000484058		"solute carrier family 25, member 43 [Source:HGNC Symbol;Acc:HGNC:30557]"	X	119399060	119454478
ENSG00000237903	ENST00000414435			X	119422917	119423547
ENSG00000186810	ENST00000373691	ENSP00000362795	chemokine (C-X-C motif) receptor 3 [Source:HGNC Symbol;Acc:HGNC:4540]	X	71615916	71618517
ENSG00000186810	ENST00000373693	ENSP00000362797	chemokine (C-X-C motif) receptor 3 [Source:HGNC Symbol;Acc:HGNC:4540]	X	71615916	71618517
ENSG00000230543	ENST00000414887		"sorting nexin 3 pseudogene 1, X-linked [Source:HGNC Symbol;Acc:HGNC:41516]"	X	92515323	92515497
ENSG00000234702	ENST00000434069		voltage-dependent anion channel 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:37478]	X	91982655	91983505
ENSG00000230039	ENST00000426799			X	65821255	65822249
ENSG00000183035	ENST00000329312	ENSP00000331556	"cylicin, basic protein of sperm head cytoskeleton 1 [Source:HGNC Symbol;Acc:HGNC:2582]"	X	83861126	83886699
ENSG00000183035	ENST00000621735	ENSP00000480907	"cylicin, basic protein of sperm head cytoskeleton 1 [Source:HGNC Symbol;Acc:HGNC:2582]"	X	83861126	83886699
ENSG00000217835	ENST00000456392			X	65956289	65957196
ENSG00000273800	ENST00000619728			X	12583415	12583526
ENSG00000237311	ENST00000424241			X	65999751	66001071
ENSG00000223487	ENST00000425057		FRMPD4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41222]	X	12373167	12375133
ENSG00000231211	ENST00000443728		ribosomal protein L17 pseudogene 49 [Source:HGNC Symbol;Acc:HGNC:37009]	X	12395757	12396167
ENSG00000169933	ENST00000380682	ENSP00000370057	FERM and PDZ domain containing 4 [Source:HGNC Symbol;Acc:HGNC:29007]	X	12138466	12724523
ENSG00000169933	ENST00000616992	ENSP00000482182	FERM and PDZ domain containing 4 [Source:HGNC Symbol;Acc:HGNC:29007]	X	12138466	12724523
ENSG00000229132	ENST00000428832		eukaryotic translation initiation factor 4A1 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:37930]	X	92113246	92114461
ENSG00000102290	ENST00000298274		protocadherin 11 X-linked [Source:HGNC Symbol;Acc:HGNC:8656]	X	91779261	92623230
ENSG00000102290	ENST00000361724		protocadherin 11 X-linked [Source:HGNC Symbol;Acc:HGNC:8656]	X	91779261	92623230
ENSG00000102290	ENST00000373097	ENSP00000362189	protocadherin 11 X-linked [Source:HGNC Symbol;Acc:HGNC:8656]	X	91779261	92623230
ENSG00000102290	ENST00000373094	ENSP00000362186	protocadherin 11 X-linked [Source:HGNC Symbol;Acc:HGNC:8656]	X	91779261	92623230
ENSG00000102290	ENST00000373088	ENSP00000362180	protocadherin 11 X-linked [Source:HGNC Symbol;Acc:HGNC:8656]	X	91779261	92623230
ENSG00000102290	ENST00000504220	ENSP00000423762	protocadherin 11 X-linked [Source:HGNC Symbol;Acc:HGNC:8656]	X	91779261	92623230
ENSG00000102290	ENST00000361655	ENSP00000355105	protocadherin 11 X-linked [Source:HGNC Symbol;Acc:HGNC:8656]	X	91779261	92623230
ENSG00000102290	ENST00000406881	ENSP00000384758	protocadherin 11 X-linked [Source:HGNC Symbol;Acc:HGNC:8656]	X	91779261	92623230
ENSG00000102290	ENST00000395337	ENSP00000378746	protocadherin 11 X-linked [Source:HGNC Symbol;Acc:HGNC:8656]	X	91779261	92623230
ENSG00000278283	ENST00000612314			X	55044749	55045121
ENSG00000234466	ENST00000413370			X	55054945	55055838
ENSG00000005889	ENST00000497813		"zinc finger protein, X-linked [Source:HGNC Symbol;Acc:HGNC:12869]"	X	24149173	24216255
ENSG00000005889	ENST00000428571	ENSP00000411637	"zinc finger protein, X-linked [Source:HGNC Symbol;Acc:HGNC:12869]"	X	24149173	24216255
ENSG00000005889	ENST00000419690	ENSP00000416298	"zinc finger protein, X-linked [Source:HGNC Symbol;Acc:HGNC:12869]"	X	24149173	24216255
ENSG00000005889	ENST00000379177	ENSP00000368475	"zinc finger protein, X-linked [Source:HGNC Symbol;Acc:HGNC:12869]"	X	24149173	24216255
ENSG00000005889	ENST00000304543	ENSP00000304985	"zinc finger protein, X-linked [Source:HGNC Symbol;Acc:HGNC:12869]"	X	24149173	24216255
ENSG00000005889	ENST00000459724		"zinc finger protein, X-linked [Source:HGNC Symbol;Acc:HGNC:12869]"	X	24149173	24216255
ENSG00000005889	ENST00000480195		"zinc finger protein, X-linked [Source:HGNC Symbol;Acc:HGNC:12869]"	X	24149173	24216255
ENSG00000005889	ENST00000338565	ENSP00000343384	"zinc finger protein, X-linked [Source:HGNC Symbol;Acc:HGNC:12869]"	X	24149173	24216255
ENSG00000005889	ENST00000474385		"zinc finger protein, X-linked [Source:HGNC Symbol;Acc:HGNC:12869]"	X	24149173	24216255
ENSG00000005889	ENST00000539115	ENSP00000438233	"zinc finger protein, X-linked [Source:HGNC Symbol;Acc:HGNC:12869]"	X	24149173	24216255
ENSG00000005889	ENST00000379188	ENSP00000368486	"zinc finger protein, X-linked [Source:HGNC Symbol;Acc:HGNC:12869]"	X	24149173	24216255
ENSG00000274536	ENST00000618234			X	66015461	66020422
ENSG00000274536	ENST00000621933			X	66015461	66020422
ENSG00000236285	ENST00000458237		"nucleophosmin 1 (nucleolar phosphoprotein B23, numatrin) pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:7928]"	X	32205902	32206738
ENSG00000130032	ENST00000448726	ENSP00000411509	proline rich Gla (G-carboxyglutamic acid) 3 (transmembrane) [Source:HGNC Symbol;Acc:HGNC:30798]	X	151695124	151705924
ENSG00000130032	ENST00000370354	ENSP00000359379	proline rich Gla (G-carboxyglutamic acid) 3 (transmembrane) [Source:HGNC Symbol;Acc:HGNC:30798]	X	151695124	151705924
ENSG00000130032	ENST00000370353	ENSP00000359378	proline rich Gla (G-carboxyglutamic acid) 3 (transmembrane) [Source:HGNC Symbol;Acc:HGNC:30798]	X	151695124	151705924
ENSG00000130032	ENST00000448324	ENSP00000394121	proline rich Gla (G-carboxyglutamic acid) 3 (transmembrane) [Source:HGNC Symbol;Acc:HGNC:30798]	X	151695124	151705924
ENSG00000130032	ENST00000538575	ENSP00000440217	proline rich Gla (G-carboxyglutamic acid) 3 (transmembrane) [Source:HGNC Symbol;Acc:HGNC:30798]	X	151695124	151705924
ENSG00000187969	ENST00000339534	ENSP00000345633	"zinc finger, CCHC domain containing 13 [Source:HGNC Symbol;Acc:HGNC:31749]"	X	74304190	74305031
ENSG00000205667	ENST00000381130	ENSP00000370522	"arylsulfatase family, member H [Source:HGNC Symbol;Acc:HGNC:32488]"	X	3006613	3033571
ENSG00000102390	ENST00000373358	ENSP00000362456	polysaccharide biosynthesis domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28790]	X	76172936	76178204
ENSG00000102390	ENST00000373357	ENSP00000362455	polysaccharide biosynthesis domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28790]	X	76172936	76178204
ENSG00000237208	ENST00000438994			X	126109762	126115562
ENSG00000213704	ENST00000395772		eukaryotic translation elongation factor 1 alpha 1 pseudogene 15 [Source:HGNC Symbol;Acc:HGNC:3198]	X	98389512	98390919
ENSG00000233810	ENST00000446060		MOB kinase activator 1A pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:42639]	X	37291168	37292227
ENSG00000101850	ENST00000467482	ENSP00000417161	G protein-coupled receptor 143 [Source:HGNC Symbol;Acc:HGNC:20145]	X	9725346	9786297
ENSG00000101850	ENST00000487206		G protein-coupled receptor 143 [Source:HGNC Symbol;Acc:HGNC:20145]	X	9725346	9786297
ENSG00000101850	ENST00000447366	ENSP00000390546	G protein-coupled receptor 143 [Source:HGNC Symbol;Acc:HGNC:20145]	X	9725346	9786297
ENSG00000101850	ENST00000431126	ENSP00000406138	G protein-coupled receptor 143 [Source:HGNC Symbol;Acc:HGNC:20145]	X	9725346	9786297
ENSG00000101850	ENST00000480178		G protein-coupled receptor 143 [Source:HGNC Symbol;Acc:HGNC:20145]	X	9725346	9786297
ENSG00000226837	ENST00000425971		high mobility group box 1 pseudogene 32 [Source:HGNC Symbol;Acc:HGNC:39123]	X	98422138	98422809
ENSG00000281566	ENST00000626665			X	98573859	98864984
ENSG00000281566	ENST00000627700			X	98573859	98864984
ENSG00000147044	ENST00000421587	ENSP00000400526	calcium/calmodulin-dependent serine protein kinase (MAGUK family) [Source:HGNC Symbol;Acc:HGNC:1497]	X	41514934	41923463
ENSG00000147044	ENST00000378163	ENSP00000367405	calcium/calmodulin-dependent serine protein kinase (MAGUK family) [Source:HGNC Symbol;Acc:HGNC:1497]	X	41514934	41923463
ENSG00000147044	ENST00000378179	ENSP00000367421	calcium/calmodulin-dependent serine protein kinase (MAGUK family) [Source:HGNC Symbol;Acc:HGNC:1497]	X	41514934	41923463
ENSG00000147044	ENST00000378168	ENSP00000367410	calcium/calmodulin-dependent serine protein kinase (MAGUK family) [Source:HGNC Symbol;Acc:HGNC:1497]	X	41514934	41923463
ENSG00000147044	ENST00000378158	ENSP00000367400	calcium/calmodulin-dependent serine protein kinase (MAGUK family) [Source:HGNC Symbol;Acc:HGNC:1497]	X	41514934	41923463
ENSG00000147044	ENST00000378166	ENSP00000367408	calcium/calmodulin-dependent serine protein kinase (MAGUK family) [Source:HGNC Symbol;Acc:HGNC:1497]	X	41514934	41923463
ENSG00000147044	ENST00000442742	ENSP00000398007	calcium/calmodulin-dependent serine protein kinase (MAGUK family) [Source:HGNC Symbol;Acc:HGNC:1497]	X	41514934	41923463
ENSG00000147044	ENST00000472704		calcium/calmodulin-dependent serine protein kinase (MAGUK family) [Source:HGNC Symbol;Acc:HGNC:1497]	X	41514934	41923463
ENSG00000147044	ENST00000378154	ENSP00000367396	calcium/calmodulin-dependent serine protein kinase (MAGUK family) [Source:HGNC Symbol;Acc:HGNC:1497]	X	41514934	41923463
ENSG00000147044	ENST00000469265		calcium/calmodulin-dependent serine protein kinase (MAGUK family) [Source:HGNC Symbol;Acc:HGNC:1497]	X	41514934	41923463
ENSG00000147044	ENST00000486402		calcium/calmodulin-dependent serine protein kinase (MAGUK family) [Source:HGNC Symbol;Acc:HGNC:1497]	X	41514934	41923463
ENSG00000147044	ENST00000468986		calcium/calmodulin-dependent serine protein kinase (MAGUK family) [Source:HGNC Symbol;Acc:HGNC:1497]	X	41514934	41923463
ENSG00000147044	ENST00000477823		calcium/calmodulin-dependent serine protein kinase (MAGUK family) [Source:HGNC Symbol;Acc:HGNC:1497]	X	41514934	41923463
ENSG00000275800	ENST00000618904		eukaryotic translation initiation factor 5 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:51466]	X	19496378	19497721
ENSG00000198455	ENST00000374888	ENSP00000364023	"zinc finger, X-linked, duplicated B [Source:HGNC Symbol;Acc:HGNC:13199]"	X	57591652	57597545
ENSG00000005022	ENST00000317881	ENSP00000360671	"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5 [Source:HGNC Symbol;Acc:HGNC:10991]"	X	119468400	119471319
ENSG00000005022	ENST00000475354		"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5 [Source:HGNC Symbol;Acc:HGNC:10991]"	X	119468400	119471319
ENSG00000005022	ENST00000460013		"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5 [Source:HGNC Symbol;Acc:HGNC:10991]"	X	119468400	119471319
ENSG00000005022	ENST00000463551		"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5 [Source:HGNC Symbol;Acc:HGNC:10991]"	X	119468400	119471319
ENSG00000131828	ENST00000423505	ENSP00000406473	pyruvate dehydrogenase (lipoamide) alpha 1 [Source:HGNC Symbol;Acc:HGNC:8806]	X	19343893	19361705
ENSG00000131828	ENST00000417819	ENSP00000404616	pyruvate dehydrogenase (lipoamide) alpha 1 [Source:HGNC Symbol;Acc:HGNC:8806]	X	19343893	19361705
ENSG00000131828	ENST00000422285	ENSP00000394382	pyruvate dehydrogenase (lipoamide) alpha 1 [Source:HGNC Symbol;Acc:HGNC:8806]	X	19343893	19361705
ENSG00000131828	ENST00000492364		pyruvate dehydrogenase (lipoamide) alpha 1 [Source:HGNC Symbol;Acc:HGNC:8806]	X	19343893	19361705
ENSG00000131828	ENST00000355808	ENSP00000348062	pyruvate dehydrogenase (lipoamide) alpha 1 [Source:HGNC Symbol;Acc:HGNC:8806]	X	19343893	19361705
ENSG00000131828	ENST00000379805	ENSP00000369133	pyruvate dehydrogenase (lipoamide) alpha 1 [Source:HGNC Symbol;Acc:HGNC:8806]	X	19343893	19361705
ENSG00000131828	ENST00000479146		pyruvate dehydrogenase (lipoamide) alpha 1 [Source:HGNC Symbol;Acc:HGNC:8806]	X	19343893	19361705
ENSG00000131828	ENST00000481733		pyruvate dehydrogenase (lipoamide) alpha 1 [Source:HGNC Symbol;Acc:HGNC:8806]	X	19343893	19361705
ENSG00000131828	ENST00000379804	ENSP00000369132	pyruvate dehydrogenase (lipoamide) alpha 1 [Source:HGNC Symbol;Acc:HGNC:8806]	X	19343893	19361705
ENSG00000131828	ENST00000478795		pyruvate dehydrogenase (lipoamide) alpha 1 [Source:HGNC Symbol;Acc:HGNC:8806]	X	19343893	19361705
ENSG00000131828	ENST00000540249	ENSP00000440761	pyruvate dehydrogenase (lipoamide) alpha 1 [Source:HGNC Symbol;Acc:HGNC:8806]	X	19343893	19361705
ENSG00000131828	ENST00000545074	ENSP00000438550	pyruvate dehydrogenase (lipoamide) alpha 1 [Source:HGNC Symbol;Acc:HGNC:8806]	X	19343893	19361705
ENSG00000131828	ENST00000379806	ENSP00000369134	pyruvate dehydrogenase (lipoamide) alpha 1 [Source:HGNC Symbol;Acc:HGNC:8806]	X	19343893	19361705
ENSG00000198947	ENST00000481143		dystrophin [Source:HGNC Symbol;Acc:HGNC:2928]	X	31097677	33339441
ENSG00000198947	ENST00000378723	ENSP00000367997	dystrophin [Source:HGNC Symbol;Acc:HGNC:2928]	X	31097677	33339441
ENSG00000198947	ENST00000358062	ENSP00000350765	dystrophin [Source:HGNC Symbol;Acc:HGNC:2928]	X	31097677	33339441
ENSG00000198947	ENST00000378677	ENSP00000367948	dystrophin [Source:HGNC Symbol;Acc:HGNC:2928]	X	31097677	33339441
ENSG00000198947	ENST00000357033	ENSP00000354923	dystrophin [Source:HGNC Symbol;Acc:HGNC:2928]	X	31097677	33339441
ENSG00000198947	ENST00000378702	ENSP00000367974	dystrophin [Source:HGNC Symbol;Acc:HGNC:2928]	X	31097677	33339441
ENSG00000198947	ENST00000474231	ENSP00000417123	dystrophin [Source:HGNC Symbol;Acc:HGNC:2928]	X	31097677	33339441
ENSG00000198947	ENST00000361471	ENSP00000354464	dystrophin [Source:HGNC Symbol;Acc:HGNC:2928]	X	31097677	33339441
ENSG00000198947	ENST00000378680	ENSP00000367951	dystrophin [Source:HGNC Symbol;Acc:HGNC:2928]	X	31097677	33339441
ENSG00000198947	ENST00000378705	ENSP00000367977	dystrophin [Source:HGNC Symbol;Acc:HGNC:2928]	X	31097677	33339441
ENSG00000198947	ENST00000475732		dystrophin [Source:HGNC Symbol;Acc:HGNC:2928]	X	31097677	33339441
